12.0636	0	0	0.0	 
17.7069	0	0	0.0	 
25.9902	5.54926	0.0034864	0.0	 
38.1484	0.548675	0.000187783	0.0	 
55.9942	0.0943349	4.55278e-05	0.0	 
82.1883	0.0620203	2.47523e-05	0.0	 
120.636	0.042685	1.19669e-05	0.0	 
177.069	0.0150595	5.5123e-06	0.0	 
259.902	0.00495093	2.45488e-06	0.0	 
381.484	0.00171594	1.1611e-06	0.0	 
559.942	0.000615945	5.58359e-07	0.0	 
821.883	0.000224168	2.68528e-07	0.0	 
1206.36	8.22636e-05	1.31573e-07	0.0	 
1770.69	3.04505e-05	6.43067e-08	0.0	 
2599.02	1.14144e-05	3.15807e-08	0.0	 
3814.84	4.43499e-06	1.56956e-08	0.0	 
5599.42	1.69292e-06	7.84328e-09	0.0	 
8218.83	6.3373e-07	3.75124e-09	0.0	 
12063.6	2.43426e-07	1.95596e-09	0.0	 
17706.9	9.3336e-08	9.63146e-10	0.0	 
25990.2	3.45371e-08	4.65863e-10	0.0	 
38148.4	1.21509e-08	2.20219e-10	0.0	 
55994.2	4.04898e-09	1.0266e-10	0.0	 
82188.3	1.30772e-09	4.61588e-11	0.0	 
120636	4.13435e-10	2.18109e-11	0.0	 
177069	1.54917e-10	1.05782e-11	0.0	 
259902	5.36933e-11	5.26752e-12	0.0	 
381484	1.47352e-11	2.14387e-12	0.0	 
559943	5.26347e-12	1.1364e-12	0.0	 
821883	1.6417e-12	4.73406e-13	0.0	 
1.20636e+06	3.20069e-13	1.93661e-13	0.0	 
1.77069e+06	9.36536e-15	8.63985e-15	0.0	 
2.59902e+06	9.34047e-17	8.41746e-17	0.0	 
3.81484e+06	1.0865e-18	7.46905e-19	0.0	 
5.59943e+06	7.82072e-20	4.71352e-20	0.0	 
8.21883e+06	0	0	0.0	 
