12.0636	0	0	0.0	 
17.7069	0	0	0.0	 
25.9902	5.50978	0.0034616	0.0	 
38.1484	0.544771	0.000186447	0.0	 
55.9942	0.0936636	4.52039e-05	0.0	 
82.1883	0.061579	2.45762e-05	0.0	 
120.636	0.0423813	1.18818e-05	0.0	 
177.069	0.0149524	5.47307e-06	0.0	 
259.902	0.00491571	2.43741e-06	0.0	 
381.484	0.00170373	1.15283e-06	0.0	 
559.942	0.000611562	5.54387e-07	0.0	 
821.883	0.000222573	2.66617e-07	0.0	 
1206.36	8.16783e-05	1.30637e-07	0.0	 
1770.69	3.02339e-05	6.38491e-08	0.0	 
2599.02	1.13332e-05	3.1356e-08	0.0	 
3814.84	4.40344e-06	1.5584e-08	0.0	 
5599.42	1.68088e-06	7.78747e-09	0.0	 
8218.83	6.2922e-07	3.72455e-09	0.0	 
12063.6	2.41694e-07	1.94204e-09	0.0	 
17706.9	9.26719e-08	9.56293e-10	0.0	 
25990.2	3.42913e-08	4.62548e-10	0.0	 
38148.4	1.20644e-08	2.18652e-10	0.0	 
55994.2	4.02017e-09	1.0193e-10	0.0	 
82188.3	1.29841e-09	4.58304e-11	0.0	 
120636	4.10493e-10	2.16557e-11	0.0	 
177069	1.53814e-10	1.05029e-11	0.0	 
259902	5.33112e-11	5.23004e-12	0.0	 
381484	1.46303e-11	2.12861e-12	0.0	 
559943	5.22602e-12	1.12831e-12	0.0	 
821883	1.63002e-12	4.70038e-13	0.0	 
1.20636e+06	3.17791e-13	1.92283e-13	0.0	 
1.77069e+06	9.29872e-15	8.57838e-15	0.0	 
2.59902e+06	9.27401e-17	8.35757e-17	0.0	 
3.81484e+06	1.07877e-18	7.4159e-19	0.0	 
5.59943e+06	7.76507e-20	4.67998e-20	0.0	 
8.21883e+06	0	0	0.0	 
