12.0709	0	0	0.0	 
17.7177	0	0	0.0	 
26.0061	2.34444	0.00134285	0.0	 
38.1717	0.501573	0.000195785	0.0	 
56.0284	0.130368	4.05946e-05	0.0	 
82.2384	0.0632722	2.17907e-05	0.0	 
120.709	0.036544	8.11487e-06	0.0	 
177.177	0.0148718	3.26865e-06	0.0	 
260.061	0.00509363	1.56107e-06	0.0	 
381.717	0.00174191	7.16399e-07	0.0	 
560.284	0.000610892	3.56197e-07	0.0	 
822.384	0.000221223	1.59227e-07	0.0	 
1207.09	8.23229e-05	9.87589e-08	0.0	 
1771.77	3.06717e-05	5.04484e-08	0.0	 
2600.61	1.14729e-05	2.2889e-08	0.0	 
3817.17	4.3716e-06	1.21195e-08	0.0	 
5602.84	1.66064e-06	5.88613e-09	0.0	 
8223.84	6.26762e-07	2.82031e-09	0.0	 
12070.9	2.39244e-07	1.44192e-09	0.0	 
17717.7	9.10841e-08	7.81202e-10	0.0	 
26006.1	3.35176e-08	3.3535e-10	0.0	 
38171.7	1.17483e-08	1.69533e-10	0.0	 
56028.4	3.94094e-09	8.94815e-11	0.0	 
82238.4	1.30605e-09	3.45989e-11	0.0	 
120709	4.43623e-10	1.7099e-11	0.0	 
177177	1.61888e-10	8.11278e-12	0.0	 
260061	5.76887e-11	3.90291e-12	0.0	 
381717	1.88098e-11	2.0759e-12	0.0	 
560284	6.42035e-12	1.03467e-12	0.0	 
822384	2.22748e-12	4.72649e-13	0.0	 
1.20709e+06	8.7154e-13	2.51304e-13	0.0	 
1.77177e+06	3.94649e-13	1.30291e-13	0.0	 
2.60061e+06	1.81391e-13	7.89325e-14	0.0	 
3.81717e+06	3.84061e-14	2.31052e-14	0.0	 
5.60284e+06	4.61019e-15	3.89801e-15	0.0	 
8.22384e+06	0	0	0.0	 
