82.2384	0.0632985	2.29317e-05	0.0	 
120.709	0.0365589	8.81992e-06	0.0	 
177.177	0.0148788	3.51922e-06	0.0	 
260.061	0.00509466	1.72627e-06	0.0	 
381.717	0.00174088	9.50336e-07	0.0	 
560.284	0.000610413	4.92142e-07	0.0	 
822.384	0.000221033	1.58925e-07	0.0	 
1207.09	8.22061e-05	1.31908e-07	0.0	 
1771.77	3.06393e-05	6.02895e-08	0.0	 
2600.61	1.14805e-05	2.27586e-08	0.0	 
3817.17	4.3799e-06	1.22213e-08	0.0	 
5602.84	1.66339e-06	5.75376e-09	0.0	 
8223.84	6.27162e-07	2.68972e-09	0.0	 
12070.9	2.39054e-07	1.37147e-09	0.0	 
17717.7	9.09089e-08	7.38045e-10	0.0	 
26006.1	3.34716e-08	3.23379e-10	0.0	 
38171.7	1.17676e-08	1.6558e-10	0.0	 
56028.4	3.95602e-09	8.19772e-11	0.0	 
82238.4	1.30727e-09	3.36312e-11	0.0	 
120709	4.42411e-10	1.68872e-11	0.0	 
177177	1.61423e-10	7.88915e-12	0.0	 
260061	5.76834e-11	3.71078e-12	0.0	 
381717	1.87912e-11	1.97533e-12	0.0	 
560284	6.37654e-12	1.00173e-12	0.0	 
822384	2.22232e-12	4.55062e-13	0.0	 
1.20709e+06	8.7888e-13	2.37833e-13	0.0	 
