12.0636	0	0	0.0	 
17.7069	0	0	0.0	 
25.9902	5.50978	0.00347259	0.0	 
38.1484	0.544771	0.000185241	0.0	 
55.9942	0.0936636	4.50943e-05	0.0	 
82.1883	0.061579	2.45351e-05	0.0	 
120.636	0.0423813	1.18753e-05	0.0	 
177.069	0.0149524	5.43156e-06	0.0	 
259.902	0.00491571	2.43031e-06	0.0	 
381.484	0.00170373	1.15014e-06	0.0	 
559.942	0.000611562	5.61221e-07	0.0	 
821.883	0.000222573	2.67417e-07	0.0	 
1206.36	8.16783e-05	1.3108e-07	0.0	 
1770.69	3.02339e-05	6.50191e-08	0.0	 
2599.02	1.13332e-05	3.1632e-08	0.0	 
3814.84	4.40344e-06	1.56748e-08	0.0	 
5599.42	1.68088e-06	7.61648e-09	0.0	 
8218.83	6.29217e-07	3.76629e-09	0.0	 
12063.6	2.41684e-07	1.90358e-09	0.0	 
17706.9	9.26749e-08	9.44453e-10	0.0	 
25990.2	3.43058e-08	4.6333e-10	0.0	 
38148.4	1.20638e-08	2.16911e-10	0.0	 
55994.2	4.01709e-09	1.02293e-10	0.0	 
82188.3	1.29476e-09	4.59339e-11	0.0	 
120636	4.08715e-10	2.17662e-11	0.0	 
177069	1.56485e-10	1.04852e-11	0.0	 
259902	5.47034e-11	5.32001e-12	0.0	 
381484	1.44014e-11	2.12437e-12	0.0	 
559943	4.84932e-12	1.07679e-12	0.0	 
821883	1.47286e-12	4.35171e-13	0.0	 
1.20636e+06	3.15479e-13	1.9832e-13	0.0	 
1.77069e+06	9.78032e-15	9.32211e-15	0.0	 
2.59902e+06	9.81607e-17	9.11453e-17	0.0	 
3.81484e+06	1.12144e-18	7.94321e-19	0.0	 
5.59943e+06	8.1434e-20	5.03176e-20	0.0	 
8.21883e+06	0	0	0.0	 
