12.0636	0	0	0.0	 
17.7069	0	0	0.0	 
25.9902	5.56325	0.00349161	0.0	 
38.1484	0.551008	0.000189019	0.0	 
55.9942	0.0943335	4.55609e-05	0.0	 
82.1883	0.0600764	2.76351e-05	0.0	 
120.636	0.044405	1.35463e-05	0.0	 
177.069	0.0145365	3.85002e-06	0.0	 
259.902	0.00494555	1.85096e-06	0.0	 
381.484	0.00173346	7.85896e-07	0.0	 
559.942	0.000618237	4.15989e-07	0.0	 
821.883	0.000223816	1.96454e-07	0.0	 
1206.36	8.2052e-05	1.05344e-07	0.0	 
1770.69	3.04505e-05	4.69051e-08	0.0	 
2599.02	1.14865e-05	2.29727e-08	0.0	 
3814.84	4.41212e-06	1.18871e-08	0.0	 
5599.42	1.68473e-06	5.79721e-09	0.0	 
8218.83	6.38289e-07	2.77657e-09	0.0	 
12063.6	2.44279e-07	1.44812e-09	0.0	 
17706.9	9.30909e-08	7.56893e-10	0.0	 
25990.2	3.42999e-08	3.3245e-10	0.0	 
38148.4	1.20725e-08	1.66063e-10	0.0	 
55994.2	4.05523e-09	8.1077e-11	0.0	 
82188.3	1.3187e-09	3.43327e-11	0.0	 
120636	4.31872e-10	1.68491e-11	0.0	 
177069	1.50891e-10	7.99822e-12	0.0	 
259902	5.11166e-11	3.65013e-12	0.0	 
381484	1.59823e-11	1.69369e-12	0.0	 
559943	5.21472e-12	8.07977e-13	0.0	 
821883	1.52657e-12	3.52014e-13	0.0	 
1.20636e+06	3.11321e-13	1.31751e-13	0.0	 
1.77069e+06	2.58231e-14	1.76543e-14	0.0	 
2.59902e+06	7.19911e-16	7.83976e-16	0.0	 
3.81484e+06	0	6.38304e-18	0.0	 
5.59943e+06	0	2.11611e-20	0.0	 
8.21883e+06	0	0	0.0	 
