#DAMPE_results
#   <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up 
1.21152762523	1.0	1.46779918671	0.0	0.0	0.0	0.00	0.00	0.0	0.0
1.77827935727	1.46779918671	2.15443468094	0.0	0.0	0.0	0.00	0.00	0.0	0.0
2.610157226	2.15443468094	3.16227769852	0.0	0.0	0.0	0.00	0.00	0.0	0.0
3.83118681265	3.16227769852	4.6415886879	0.0	0.0	0.0	0.00	0.00	0.0	0.0
5.62341291723	4.6415886879	6.81292009354	0.0	0.0	0.0	0.00	0.00	0.0	0.0
8.25404070385	6.81292009354	9.99999809265	0.0	0.0	0.0	0.00	0.00	0.0	0.0
12.1152743098	9.99999809265	14.6779899597	0.0	0.0	0.0	0.00	0.00	0.0	0.0
17.7827904494	14.6779899597	21.544342041	0.0	0.0	0.0	0.00	0.00	0.0	0.0
26.1015666164	21.544342041	31.6227703094	1.83532624956	0.000408096465405	0.000408096465405	0.00	0.00	0.000408096465405	0.000408096465405
38.3118621147	31.6227703094	46.4158821106	0.797121272224	0.000133957591703	0.000133957591703	0.00	0.00	0.000133957591703	0.000133957591703
56.2341243159	46.4158821106	68.129196167	0.31935446482	4.6826462035e-05	4.6826462035e-05	0.00	0.00	4.6826462035e-05	4.6826462035e-05
82.5404025756	68.129196167	99.9999771118	0.112950437185	1.73426234952e-05	1.73426234952e-05	0.00	0.00	1.73426234952e-05	1.73426234952e-05
121.152737638	99.9999771118	146.779891968	0.0399435546697	7.10148915463e-06	7.10148915463e-06	0.00	0.00	7.10148915463e-06	7.10148915463e-06
177.827893575	146.779891968	215.443405151	0.014129759291	3.08228326107e-06	3.08228326107e-06	0.00	0.00	3.08228326107e-06	3.08228326107e-06
261.015652198	215.443405151	316.22769165	0.00497835782991	1.37022749088e-06	1.37022749088e-06	0.00	0.00	1.37022749088e-06	1.37022749088e-06
383.118598471	316.22769165	464.158782959	0.0017613482754	6.29026481402e-07	6.29026481402e-07	0.00	0.00	6.29026481402e-07	6.29026481402e-07
562.341232646	464.158782959	681.291992188	0.000628086993245	2.95851662575e-07	2.95851662575e-07	0.00	0.00	2.95851662575e-07	2.95851662575e-07
825.404113513	681.291992188	999.999938965	0.000227699825255	1.41789161618e-07	1.41789161618e-07	0.00	0.00	1.41789161618e-07	1.41789161618e-07
1211.52759141	999.999938965	1467.79919434	8.39617528662e-05	6.91980252744e-08	6.91980252744e-08	0.00	0.00	6.91980252744e-08	6.91980252744e-08
1778.27931624	1467.79919434	2154.43457031	3.10776281665e-05	3.37605811552e-08	3.37605811552e-08	0.00	0.00	3.37605811552e-08	3.37605811552e-08
2610.15721409	2154.43457031	3162.27783203	1.17971526771e-05	1.67849282112e-08	1.67849282112e-08	0.00	0.00	1.67849282112e-08	1.67849282112e-08
3831.18716904	3162.27783203	4641.58935547	4.51561254291e-06	8.37242977406e-09	8.37242977406e-09	0.00	0.00	8.37242977406e-09	8.37242977406e-09
5623.41385532	4641.58935547	6812.92138672	1.71388799319e-06	4.16477727679e-09	4.16477727679e-09	0.00	0.00	4.16477727679e-09	4.16477727679e-09
8254.04267741	6812.92138672	10000.0009766	6.48699666476e-07	2.05346757831e-09	2.05346757831e-09	0.00	0.00	2.05346757831e-09	2.05346757831e-09
12115.2781852	10000.0009766	14677.9951172	2.47378831838e-07	1.02535994847e-09	1.02535994847e-09	0.00	0.00	1.02535994847e-09	1.02535994847e-09
17782.7966971	14677.9951172	21544.3496094	9.37937454251e-08	5.09380092545e-10	5.09380092545e-10	0.00	0.00	5.09380092545e-10	5.09380092545e-10
26101.5765223	21544.3496094	31622.7832031	3.46997309812e-08	2.50846081412e-10	2.50846081412e-10	0.00	0.00	2.50846081412e-10	2.50846081412e-10
38311.8798876	31622.7832031	46415.90625	1.21697876832e-08	1.18936975439e-10	1.18936975439e-10	0.00	0.00	1.18936975439e-10	1.18936975439e-10
56234.1547072	46415.90625	68129.234375	4.00222822475e-09	5.40036923493e-11	5.40036923493e-11	0.00	0.00	5.40036923493e-11	5.40036923493e-11
82540.4512878	68129.234375	100000.039062	1.33775022415e-09	2.4909866357e-11	2.4909866357e-11	0.00	0.00	2.4909866357e-11	2.4909866357e-11
121152.806854	100000.039062	146779.96875	4.4621839087e-10	1.2036334807e-11	1.2036334807e-11	0.00	0.00	1.2036334807e-11	1.2036334807e-11
177827.998576	146779.96875	215443.546875	1.64199958407e-10	6.11993249348e-12	6.11993249348e-12	0.00	0.00	6.11993249348e-12	6.11993249348e-12
261015.826615	215443.546875	316227.90625	5.59889065543e-11	2.85395980328e-12	2.85395980328e-12	0.00	0.00	2.85395980328e-12	2.85395980328e-12
383118.843835	316227.90625	464159.0625	1.79350454615e-11	1.36978289281e-12	1.36978289281e-12	0.00	0.00	1.36978289281e-12	1.36978289281e-12
562341.534175	464159.0625	681292.3125	4.10490767152e-12	4.85450363622e-13	4.85450363622e-13	0.00	0.00	4.85450363622e-13	4.85450363622e-13
825404.435912	681292.3125	1000000.25	7.54695890371e-13	1.31016085725e-13	1.31016085725e-13	0.00	0.00	1.31016085725e-13	1.31016085725e-13
